newXOutput 1

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 0.00000 0.00000 0.00000
  2 0.00000 0.00000 0.00000
  3 0.00000 0.00000 0.00000
  4 0.00000 0.00000 0.00000
  5 0.00000 0.00000 0.00000
  6 0.00000 0.00000 0.00000
  7 0.00000 0.00000 0.00000
  8 0.00000 0.00000 0.00000
  9 0.00000 0.00000 0.00000
  10 0.00000 0.00000 0.00000
  11 0.00000 0.00000 0.00000
  12 0.00000 0.00000 0.00000
</Section>

newXOutput 2

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 31.1266 0.00000 7.67968e-15
  2 31.1266 0.00000 7.67968e-15
  3 31.1266 0.00000 2.54637e-15
  4 31.1266 0.00000 2.75805e-15
  5 31.1266 0.00000 2.65262e-15
  6 31.1266 0.00000 3.35824e-15
  7 31.1266 0.00000 -5.03696e-15
  8 31.1266 0.00000 -4.46694e-15
  9 31.1266 0.00000 -6.59281e-15
  10 31.1266 0.00000 -3.82271e-15
  11 31.1266 0.00000 2.00988e-15
  12 31.1266 0.00000 3.93045e-15
</Section>

newXOutput 3

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 62.2717 0.00000 -6.34626e-14
  2 62.2717 0.00000 -5.47897e-14
  3 62.2717 0.00000 -2.53976e-14
  4 62.2717 0.00000 -2.20038e-14
  5 62.2717 0.00000 -1.35422e-14
  6 62.2717 0.00000 -1.33536e-14
  7 62.2717 0.00000 -1.44454e-14
  8 62.2717 0.00000 -1.51096e-14
  9 62.2717 0.00000 -2.41524e-14
  10 62.2717 0.00000 -2.55848e-14
  11 62.2717 0.00000 -3.25885e-14
  12 62.2717 0.00000 -3.09961e-14
</Section>

newXOutput 4

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 93.4356 0.00000 3.78789e-14
  2 93.4356 0.00000 4.04019e-14
  3 93.4356 0.00000 2.02255e-14
  4 93.4356 0.00000 2.26363e-14
  5 93.4356 0.00000 2.66308e-14
  6 93.4356 0.00000 2.67253e-14
  7 93.4356 0.00000 1.86293e-14
  8 93.4356 0.00000 1.90407e-14
  9 93.4356 0.00000 1.02160e-14
  10 93.4356 0.00000 1.40498e-14
  11 93.4356 0.00000 2.15171e-14
  12 93.4356 0.00000 3.14476e-14
</Section>

newXOutput 5

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 124.618 0.00000 8.09566e-15
  2 124.618 0.00000 9.60999e-15
  3 124.618 0.00000 1.34185e-15
  4 124.618 0.00000 2.66689e-15
  5 124.618 0.00000 1.18822e-14
  6 124.618 0.00000 1.15037e-14
  7 124.618 0.00000 -2.03642e-16
  8 124.618 0.00000 -1.21571e-15
  9 124.618 0.00000 8.25168e-15
  10 124.618 0.00000 5.44331e-15
  11 124.618 0.00000 4.11981e-15
  12 124.618 0.00000 -1.36572e-15
</Section>

newXOutput 6

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 155.820 0.00000 1.13725e-15
  2 155.820 0.00000 2.65458e-15
  3 155.820 0.00000 2.34600e-15
  4 155.820 0.00000 3.67367e-15
  5 155.820 0.00000 9.67484e-16
  6 155.820 0.00000 3.98482e-16
  7 155.820 0.00000 -1.20773e-14
  8 155.820 0.00000 -1.18236e-14
  9 155.820 0.00000 -2.34811e-14
  10 155.820 0.00000 -1.77017e-14
  11 155.820 0.00000 -4.88581e-14
  12 155.820 0.00000 -3.31640e-14
</Section>

newXOutput 7

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 187.040 0.00000 1.10121e-14
  2 187.040 0.00000 1.02520e-14
  3 187.040 0.00000 5.51674e-16
  4 187.040 0.00000 5.51674e-16
  5 187.040 0.00000 2.24902e-14
  6 187.040 0.00000 2.05897e-14
  7 187.040 0.00000 1.37578e-14
  8 187.040 0.00000 1.24264e-14
  9 187.040 0.00000 -8.09342e-15
  10 187.040 0.00000 -7.39752e-15
  11 187.040 0.00000 -1.32751e-14
  12 187.040 0.00000 -3.97117e-14
</Section>

newXOutput 8

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 218.279 0.00000 1.74375e-14
  2 218.279 0.00000 1.78183e-14
  3 218.279 0.00000 5.99585e-15
  4 218.279 0.00000 7.13836e-15
  5 218.279 0.00000 1.50073e-14
  6 218.279 0.00000 1.46264e-14
  7 218.279 0.00000 -3.11890e-15
  8 218.279 0.00000 -6.09740e-15
  9 218.279 0.00000 4.14776e-14
  10 218.279 0.00000 3.95456e-14
  11 218.279 0.00000 1.15129e-14
  12 218.279 0.00000 2.47614e-14
</Section>

newXOutput 9

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 249.537 0.00000 -1.05520e-14
  2 249.537 0.00000 -9.78885e-15
  3 249.537 0.00000 -5.81621e-15
  4 249.537 0.00000 -4.28986e-15
  5 249.537 0.00000 -1.27197e-14
  6 249.537 0.00000 -1.42461e-14
  7 249.537 0.00000 -3.20051e-14
  8 249.537 0.00000 -3.30306e-14
  9 249.537 0.00000 3.94554e-15
  10 249.537 0.00000 1.00699e-14
  11 249.537 0.00000 3.35144e-14
  12 249.537 0.00000 2.86589e-14
</Section>

newXOutput 10

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 280.814 0.00000 -1.25110e-14
  2 280.814 0.00000 -8.68761e-15
  3 280.814 0.00000 4.89814e-16
  4 280.814 0.00000 3.16619e-15
  5 280.814 0.00000 2.12074e-14
  6 280.814 0.00000 2.19721e-14
  7 280.814 0.00000 3.27976e-14
  8 280.814 0.00000 3.19167e-14
  9 280.814 0.00000 -6.54430e-15
  10 280.814 0.00000 -9.08094e-15
  11 280.814 0.00000 1.59950e-14
  12 280.814 0.00000 1.26835e-14
</Section>

newXOutput 11

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 312.110 0.00000 -3.51643e-14
  2 312.110 0.00000 -2.42113e-14
  3 312.110 0.00000 -1.25478e-14
  4 312.110 0.00000 -1.70666e-15
  5 312.110 0.00000 9.03507e-15
  6 312.110 0.00000 1.13336e-14
  7 312.110 0.00000 -3.42789e-14
  8 312.110 0.00000 -3.21153e-14
  9 312.110 0.00000 -6.54260e-15
  10 312.110 0.00000 -6.66829e-15
  11 312.110 0.00000 -2.55523e-14
  12 312.110 0.00000 -6.73056e-14
</Section>

newXOutput 12

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 343.425 0.00000 -2.87544e-14
  2 343.425 0.00000 -1.80068e-14
  3 343.425 0.00000 9.40116e-15
  4 343.425 0.00000 1.70780e-14
  5 343.425 0.00000 -1.77982e-14
  6 343.425 0.00000 -1.51113e-14
  7 343.425 0.00000 -1.97424e-15
  8 343.425 0.00000 -5.37559e-15
  9 343.425 0.00000 -2.15100e-14
  10 343.425 0.00000 -3.26760e-14
  11 343.425 0.00000 -5.15013e-14
  12 343.425 0.00000 -5.24745e-14
</Section>

newXOutput 13

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 374.759 0.00000 -7.11440e-15
  2 374.759 0.00000 5.19256e-15
  3 374.759 0.00000 1.27584e-14
  4 374.759 0.00000 2.16041e-14
  5 374.759 0.00000 1.28648e-14
  6 374.759 0.00000 1.47877e-14
  7 374.759 0.00000 -6.95366e-15
  8 374.759 0.00000 -8.04444e-15
  9 374.759 0.00000 -3.22651e-15
  10 374.759 0.00000 -1.01445e-14
  11 374.759 0.00000 2.05140e-14
  12 374.759 0.00000 2.11013e-14
</Section>

newXOutput 14

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 406.112 0.00000 -5.10948e-15
  2 406.112 0.00000 1.82671e-15
  3 406.112 0.00000 -1.11302e-15
  4 406.112 0.00000 5.05248e-15
  5 406.112 0.00000 7.44733e-15
  6 406.112 0.00000 8.98870e-15
  7 406.112 0.00000 -6.74647e-15
  8 406.112 0.00000 -4.33022e-15
