ipCoords
2
0 0 -5.33519 -0.169915 
0 1 -4.64106 0.535134 
1 0 4.64106 0.535134 
1 1 5.33519 -0.169915 
2 0 2.91614 -5.49578 
2 1 1.96657 -5.77904 
3 0 -1.96657 -5.77904 
3 1 -2.91614 -5.49578 
4 0 -3.81796 1.08568 
4 1 -2.91614 1.49578 
5 0 2.91614 1.49578 
5 1 3.81796 1.08568 
6 0 0.00000 2.00000 
6 1 0.989567 1.94522 
7 0 5.33519 -3.83009 
7 1 4.64106 -4.53513 
8 0 -4.64106 -4.53513 
8 1 -5.33519 -3.83009 
9 0 -0.989567 1.94522 
9 1 0.00000 2.00000 
10 0 1.96657 -5.77904 
10 1 0.989567 -5.94522 
11 0 -0.989567 -5.94522 
11 1 -1.96657 -5.77904 
12 0 -4.64106 0.535134 
12 1 -3.81796 1.08568 
13 0 3.81796 1.08568 
13 1 4.64106 0.535134 
14 0 1.96657 1.77904 
14 1 2.91614 1.49578 
15 0 -2.91614 1.49578 
15 1 -1.96657 1.77904 
16 0 -5.33519 -3.83009 
16 1 -5.82096 -2.96986 
17 0 5.82096 -2.96986 
17 1 5.33519 -3.83009 
18 0 0.00000 -6.00000 
18 1 -0.989567 -5.94522 
19 0 0.989567 -5.94522 
19 1 0.00000 -6.00000 
20 0 -2.91614 -5.49578 
20 1 -3.81796 -5.08568 
21 0 3.81796 -5.08568 
21 1 2.91614 -5.49578 
22 0 4.64106 -4.53513 
22 1 3.81796 -5.08568 
23 0 -3.81796 -5.08568 
23 1 -4.64106 -4.53513 
24 0 -5.82096 -1.03014 
24 1 -5.33519 -0.169915 
25 0 5.33519 -0.169915 
25 1 5.82096 -1.03014 
26 0 6.00000 -2.00000 
26 1 5.82096 -2.96986 
27 0 -5.82096 -2.96986 
27 1 -6.00000 -2.00000 
28 0 0.989567 1.94522 
28 1 1.96657 1.77904 
29 0 -1.96657 1.77904 
29 1 -0.989567 1.94522 
30 0 5.82096 -1.03014 
30 1 6.00000 -2.00000 
31 0 -6.00000 -2.00000 
31 1 -5.82096 -1.03014 
newXOutput 1
0 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
0 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
1 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
1 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
2 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
2 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
3 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
3 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
4 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
4 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
5 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
5 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
6 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
6 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
7 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
7 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
8 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
8 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
9 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
9 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
10 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
10 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
11 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
11 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
12 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
12 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
13 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
13 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
14 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
14 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
15 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
15 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
16 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
16 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
17 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
17 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
18 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
18 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
19 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
19 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
20 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
20 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
21 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
21 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
22 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
22 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
23 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
23 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
24 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
24 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
25 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
25 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
26 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
26 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
27 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
27 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
28 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
28 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
29 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
29 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
30 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
30 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
31 0 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
31 1 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0
newXOutput 2
0 0 2.59798e-06 2.59798 2.90057e-06 2.90057 0.00000 3.89394 0
0 1 1.99857e-06 1.99857 2.64395e-06 2.64395 0.00000 3.31433 0
1 0 1.96908e-06 1.96908 -2.60533e-06 -2.60533 0.00000 3.26574 0
1 1 2.59094e-06 2.59094 -2.94294e-06 -2.94294 0.00000 3.92095 0
2 0 -2.47102e-07 -0.247102 2.67396e-06 2.67396 0.00000 2.68535 0
2 1 -1.28308e-06 -1.28308 2.58410e-06 2.58410 0.00000 2.88511 0
3 0 -1.17216e-06 -1.17216 -2.42309e-06 -2.42309 0.00000 2.69172 0
3 1 -2.91362e-07 -0.291362 -2.74589e-06 -2.74589 0.00000 2.76130 0
4 0 2.80513e-07 0.280513 2.64278e-06 2.64278 0.00000 2.65763 0
4 1 -1.57816e-07 -0.157816 2.19509e-06 2.19509 0.00000 2.20075 0
5 0 -1.51523e-07 -0.151523 -2.17445e-06 -2.17445 0.00000 2.17972 0
5 1 3.27127e-07 0.327127 -2.63671e-06 -2.63671 0.00000 2.65692 0
6 0 -1.53269e-06 -1.53269 -7.54930e-08 -0.0754930 0.00000 1.53455 0
6 1 -1.37928e-06 -1.37928 -5.20269e-07 -0.520269 0.00000 1.47414 0
7 0 3.34624e-06 3.34624 2.75582e-06 2.75582 0.00000 4.33496 0
7 1 2.75527e-06 2.75527 2.69416e-06 2.69416 0.00000 3.85357 0
8 0 2.76210e-06 2.76210 -2.69746e-06 -2.69746 0.00000 3.86076 0
8 1 3.32780e-06 3.32780 -2.75417e-06 -2.75417 0.00000 4.31968 0
9 0 -1.38038e-06 -1.38038 5.20384e-07 0.520384 0.00000 1.47521 0
9 1 -1.53166e-06 -1.53166 9.41418e-08 0.0941418 0.00000 1.53455 0
10 0 -1.58662e-06 -1.58662 2.40966e-06 2.40966 0.00000 2.88511 0
