newXOutput 1

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 0.00000 0.00000 0.00000
  2 0.00000 0.00000 0.00000
  3 0.00000 0.00000 0.00000
  4 0.00000 0.00000 0.00000
  5 0.00000 0.00000 0.00000
  6 0.00000 0.00000 0.00000
  7 0.00000 0.00000 0.00000
  8 0.00000 0.00000 0.00000
  9 0.00000 0.00000 0.00000
  10 0.00000 0.00000 0.00000
  11 0.00000 0.00000 0.00000
  12 0.00000 0.00000 0.00000
  13 0.00000 0.00000 0.00000
  14 0.00000 0.00000 0.00000
  15 0.00000 0.00000 0.00000
  16 0.00000 0.00000 0.00000
  17 0.00000 0.00000 0.00000
  18 0.00000 0.00000 0.00000
  19 0.00000 0.00000 0.00000
  20 0.00000 0.00000 0.00000
  21 0.00000 0.00000 0.00000
  22 0.00000 0.00000 0.00000
  23 0.00000 0.00000 0.00000
  24 0.00000 0.00000 0.00000
  25 0.00000 0.00000 0.00000
  26 0.00000 0.00000 0.00000
  27 0.00000 0.00000 0.00000
  28 0.00000 0.00000 0.00000
  29 0.00000 0.00000 0.00000
  30 0.00000 0.00000 0.00000
  31 0.00000 0.00000 0.00000
  32 0.00000 0.00000 0.00000
  33 0.00000 0.00000 0.00000
  34 0.00000 0.00000 0.00000
  35 0.00000 0.00000 0.00000
  36 0.00000 0.00000 0.00000
  37 0.00000 0.00000 0.00000
  38 0.00000 0.00000 0.00000
  39 0.00000 0.00000 0.00000
  40 0.00000 0.00000 0.00000
  41 0.00000 0.00000 0.00000
  42 0.00000 0.00000 0.00000
  43 0.00000 0.00000 0.00000
  44 0.00000 0.00000 0.00000
  45 0.00000 0.00000 0.00000
  46 0.00000 0.00000 0.00000
  47 0.00000 0.00000 0.00000
  48 0.00000 0.00000 0.00000
  49 0.00000 0.00000 0.00000
  50 0.00000 0.00000 0.00000
  51 0.00000 0.00000 0.00000
  52 0.00000 0.00000 0.00000
  53 0.00000 0.00000 0.00000
  54 0.00000 0.00000 0.00000
  55 0.00000 0.00000 0.00000
  56 0.00000 0.00000 0.00000
  57 0.00000 0.00000 0.00000
  58 0.00000 0.00000 0.00000
  59 0.00000 0.00000 0.00000
  60 0.00000 0.00000 0.00000
  61 0.00000 0.00000 0.00000
  62 0.00000 0.00000 0.00000
  63 0.00000 0.00000 0.00000
  64 0.00000 0.00000 0.00000
  65 0.00000 0.00000 0.00000
  66 0.00000 0.00000 0.00000
</Section>

newXOutput 2

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 19.4169 0.00000 6.40811e-16
  2 19.4169 0.00000 6.49651e-15
  3 19.4169 0.00000 3.55457e-14
  4 19.4169 0.00000 -2.31392e-15
  5 19.4169 0.00000 3.23317e-15
  6 19.4169 0.00000 2.35701e-15
  7 19.4169 0.00000 -3.73018e-15
  8 19.4169 0.00000 -5.24856e-15
  9 19.4169 0.00000 -4.10399e-15
  10 19.4169 0.00000 -6.53018e-15
  11 19.4169 0.00000 -2.62007e-15
  12 19.4169 0.00000 -4.65091e-16
  13 19.4169 0.00000 1.16791e-14
  14 19.4169 0.00000 3.90239e-15
  15 19.4169 0.00000 1.27010e-14
  16 19.4169 0.00000 1.72548e-14
  17 19.4169 0.00000 2.87493e-14
  18 19.4169 0.00000 -3.00113e-16
  19 19.4169 0.00000 -3.49155e-15
  20 19.4169 0.00000 -1.65982e-14
  21 19.4169 0.00000 -3.34556e-15
  22 19.4169 0.00000 -2.87302e-15
  23 19.4169 0.00000 -2.05780e-15
  24 19.4169 0.00000 8.05434e-17
  25 19.4169 0.00000 -1.48306e-15
  26 19.4169 0.00000 -2.21672e-16
  27 19.4169 0.00000 -3.25667e-16
  28 19.4169 0.00000 1.02812e-15
  29 19.4169 0.00000 -8.10419e-15
  30 19.4169 0.00000 2.16398e-14
  31 19.4169 0.00000 4.51727e-15
  32 19.4169 0.00000 2.37099e-14
  33 19.4169 0.00000 -8.73672e-15
  34 19.4169 0.00000 -2.82637e-15
  35 19.4169 0.00000 -2.46318e-15
  36 19.4169 0.00000 1.50277e-14
  37 19.4169 0.00000 7.86025e-15
  38 19.4169 0.00000 -5.98263e-16
  39 19.4169 0.00000 -5.32555e-15
  40 19.4169 0.00000 5.85495e-15
  41 19.4169 0.00000 7.74345e-15
  42 19.4169 0.00000 1.94969e-14
  43 19.4169 0.00000 5.28403e-15
  44 19.4169 0.00000 -3.11462e-15
  45 19.4169 0.00000 -5.01502e-15
  46 19.4169 0.00000 2.60781e-15
  47 19.4169 0.00000 7.59110e-15
  48 19.4169 0.00000 -7.02771e-16
  49 19.4169 0.00000 1.31706e-14
  50 19.4169 0.00000 -8.45045e-16
  51 19.4169 0.00000 1.35449e-14
  52 19.4169 0.00000 -8.38179e-15
  53 19.4169 0.00000 2.27170e-14
  54 19.4169 0.00000 1.14025e-14
  55 19.4169 0.00000 7.18720e-16
  56 19.4169 0.00000 2.09130e-14
  57 19.4169 0.00000 -1.04496e-15
  58 19.4169 0.00000 -1.47302e-15
  59 19.4169 0.00000 -2.46907e-15
  60 19.4169 0.00000 1.96510e-14
  61 19.4169 0.00000 -7.63871e-15
  62 19.4169 0.00000 -5.72736e-16
  63 19.4169 0.00000 1.04939e-15
  64 19.4169 0.00000 2.98090e-15
  65 19.4169 0.00000 -3.15166e-15
  66 19.4169 0.00000 3.12146e-15
</Section>

newXOutput 3

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 38.8763 0.00000 -7.86358e-15
  2 38.8763 0.00000 -2.99988e-14
  3 38.8763 0.00000 -2.42210e-14
  4 38.8763 0.00000 -7.79203e-15
  5 38.8763 0.00000 2.49937e-15
  6 38.8763 0.00000 3.29048e-15
  7 38.8763 0.00000 5.38589e-15
  8 38.8763 0.00000 3.14765e-15
  9 38.8763 0.00000 -1.30403e-14
  10 38.8763 0.00000 -3.67891e-14
  11 38.8763 0.00000 -2.76633e-14
  12 38.8763 0.00000 -4.31762e-14
  13 38.8763 0.00000 -4.52604e-14
  14 38.8763 0.00000 -2.17607e-14
  15 38.8763 0.00000 -8.47792e-15
  16 38.8763 0.00000 -8.00168e-15
  17 38.8763 0.00000 -7.91856e-15
  18 38.8763 0.00000 4.45724e-16
  19 38.8763 0.00000 -6.39607e-15
  20 38.8763 0.00000 -3.06448e-14
  21 38.8763 0.00000 -1.81546e-14
  22 38.8763 0.00000 -1.02234e-14
  23 38.8763 0.00000 -8.45070e-15
  24 38.8763 0.00000 -4.72165e-15
  25 38.8763 0.00000 -2.65637e-15
  26 38.8763 0.00000 -4.80622e-15
  27 38.8763 0.00000 -5.86933e-15
  28 38.8763 0.00000 -4.15547e-15
  29 38.8763 0.00000 3.75392e-15
  30 38.8763 0.00000 1.58443e-14
  31 38.8763 0.00000 1.29374e-14
  32 38.8763 0.00000 2.18448e-14
  33 38.8763 0.00000 -4.90435e-14
  34 38.8763 0.00000 -7.08592e-15
  35 38.8763 0.00000 -1.41780e-16
  36 38.8763 0.00000 6.07546e-15
  37 38.8763 0.00000 5.37892e-15
  38 38.8763 0.00000 1.55897e-14
  39 38.8763 0.00000 -4.52294e-15
  40 38.8763 0.00000 1.59774e-14
  41 38.8763 0.00000 4.66619e-15
  42 38.8763 0.00000 8.97847e-15
  43 38.8763 0.00000 -1.44974e-14
  44 38.8763 0.00000 6.16251e-15
  45 38.8763 0.00000 -6.82355e-15
  46 38.8763 0.00000 1.19414e-14
  47 38.8763 0.00000 1.27230e-14
  48 38.8763 0.00000 -3.16956e-15
  49 38.8763 0.00000 -9.45149e-15
  50 38.8763 0.00000 -1.37781e-15
  51 38.8763 0.00000 6.80150e-15
  52 38.8763 0.00000 7.63518e-15
  53 38.8763 0.00000 5.35538e-15
  54 38.8763 0.00000 5.87869e-15
  55 38.8763 0.00000 2.88745e-17
  56 38.8763 0.00000 -1.54456e-14
