newXOutput 1

<Section columns = "stress_xx | stress_yy | stress_xy">
  52 57.8559 -5.46606e-10 -4.05659e-15
  53 57.8559 -5.46606e-10 8.30512e-15
  54 57.8559 -5.46606e-10 -8.69983e-15
  55 57.8559 -5.46606e-10 -1.85761e-15
  56 57.8559 -5.46606e-10 7.21439e-15
  57 57.8559 -5.46606e-10 -7.96275e-15
  58 57.8559 -5.46606e-10 2.79951e-15
  59 57.8559 -5.46606e-10 -5.08339e-15
  60 57.8559 -5.46606e-10 5.38846e-15
  61 57.8559 -5.46606e-10 -4.49324e-15
  62 57.8559 -5.46606e-10 5.81180e-15
  63 57.8559 -5.46606e-10 4.16851e-15
  64 57.8559 -5.46606e-10 7.88524e-15
  65 57.8559 -5.46606e-10 4.30206e-15
  66 57.8559 -5.46606e-10 -1.63800e-14
</Section>

newXOutput 5

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 76.9738 -5.43878e-10 3.28257e-14
  2 76.9738 -5.44787e-10 -6.37389e-14
  3 76.9738 -5.42968e-10 7.45295e-14
  4 76.9738 -5.44787e-10 4.79908e-15
  5 76.9738 -5.42968e-10 -7.81856e-15
  6 76.9738 -5.42968e-10 -8.49663e-14
  7 76.9738 -5.42968e-10 3.09661e-15
  8 76.9738 -5.42968e-10 6.53603e-14
  9 76.9738 -5.43878e-10 -4.90539e-14
  10 76.9738 -5.43878e-10 -5.20362e-14
  11 76.9738 -5.42968e-10 -9.39656e-14
  12 76.9738 -5.44181e-10 -1.73089e-13
  13 76.9738 -5.44787e-10 -2.28840e-13
  14 76.9738 -5.44181e-10 6.65290e-14
  15 76.9738 -5.42968e-10 2.44385e-14
  16 76.9738 -5.42968e-10 3.09430e-14
  17 76.9738 -5.42968e-10 1.59000e-13
  18 76.9738 -5.42968e-10 2.47880e-13
  19 76.9738 -5.43423e-10 -1.65560e-13
  20 76.9738 -5.42968e-10 -4.24086e-13
  21 76.9738 -5.43423e-10 3.14084e-14
  22 76.9738 -5.44787e-10 3.45712e-13
  23 76.9738 -5.44787e-10 1.46247e-13
  24 76.9738 -5.44787e-10 6.50128e-14
  25 76.9738 -5.44787e-10 3.12283e-14
  26 76.9738 -5.44787e-10 6.73576e-14
  27 76.9738 -5.44787e-10 8.61780e-14
  28 76.9738 -5.44787e-10 -3.12630e-14
  29 76.9738 -5.44787e-10 -1.95730e-14
  30 76.9738 -5.44060e-10 -1.82543e-15
  31 76.9738 -5.43423e-10 -1.18917e-13
  32 76.9738 -5.42968e-10 4.14050e-14
  33 76.9738 -5.43696e-10 1.41499e-14
  34 76.9738 -5.44787e-10 6.96215e-14
  35 76.9738 -5.44787e-10 -4.87439e-14
  36 76.9738 -5.42968e-10 1.84598e-14
  37 76.9738 -5.42968e-10 1.19872e-13
  38 76.9738 -5.42968e-10 -1.31472e-13
  39 76.9738 -5.44484e-10 6.73345e-14
  40 76.9738 -5.43575e-10 2.59110e-14
  41 76.9738 -5.42968e-10 -6.90020e-14
  42 76.9738 -5.43878e-10 1.02104e-14
  43 76.9738 -5.43423e-10 -6.03796e-14
  44 76.9738 -5.43878e-10 -1.60280e-13
  45 76.9738 -5.44787e-10 1.18720e-13
  46 76.9738 -5.43696e-10 -5.81131e-14
  47 76.9738 -5.43488e-10 2.34966e-14
  48 76.9738 -5.44060e-10 1.62796e-14
  49 76.9738 -5.43423e-10 -1.01208e-14
  50 76.9738 -5.44787e-10 6.74002e-15
  51 76.9738 -5.42968e-10 1.41600e-13
  52 76.9738 -5.43878e-10 -5.77270e-14
  53 76.9738 -5.43575e-10 1.59210e-13
  54 76.9738 -5.42968e-10 -2.30202e-13
  55 76.9738 -5.44181e-10 -4.22466e-14
  56 76.9738 -5.42968e-10 6.69364e-14
  57 76.9738 -5.44787e-10 1.64867e-14
  58 76.9738 -5.44787e-10 7.28347e-14
  59 76.9738 -5.44787e-10 -8.97646e-14
  60 76.9738 -5.42968e-10 -1.82366e-13
  61 76.9738 -5.44424e-10 -2.27792e-14
  62 76.9738 -5.44787e-10 7.30639e-14
  63 76.9738 -5.43696e-10 -5.84836e-14
  64 76.9738 -5.42968e-10 1.50939e-13
  65 76.9738 -5.43332e-10 -7.44434e-14
  66 76.9738 -5.42968e-10 -1.76649e-13
</Section>

newXOutput 6

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 96.0088 -5.42059e-10 2.83413e-14
  2 96.0088 -5.41604e-10 -1.03769e-13
  3 96.0088 -5.41149e-10 1.36256e-13
  4 96.0088 -5.42059e-10 -2.97367e-14
  5 96.0088 -5.42059e-10 -3.12938e-15
  6 96.0088 -5.41756e-10 5.64749e-14
  7 96.0088 -5.41149e-10 -9.35989e-14
  8 96.0088 -5.41149e-10 5.22687e-15
  9 96.0088 -5.41149e-10 6.12683e-15
  10 96.0088 -5.41149e-10 -7.29151e-14
  11 96.0088 -5.41149e-10 -1.15592e-14
  12 96.0088 -5.41453e-10 1.68407e-13
  13 96.0088 -5.42059e-10 -1.37433e-14
  14 96.0088 -5.41756e-10 4.84367e-14
  15 96.0088 -5.42059e-10 1.48779e-13
  16 96.0088 -5.41453e-10 -1.86777e-15
  17 96.0088 -5.41149e-10 1.50975e-13
  18 96.0088 -5.41149e-10 1.22023e-13
  19 96.0088 -5.41377e-10 -1.89808e-13
  20 96.0088 -5.41149e-10 1.09438e-13
  21 96.0088 -5.41149e-10 2.67148e-13
  22 96.0088 -5.41756e-10 3.00348e-13
  23 96.0088 -5.42059e-10 1.79764e-14
  24 96.0088 -5.42059e-10 -3.19028e-14
  25 96.0088 -5.42059e-10 -2.40866e-14
  26 96.0088 -5.42059e-10 3.18861e-14
  27 96.0088 -5.42059e-10 6.41288e-14
  28 96.0088 -5.42059e-10 1.16920e-14
  29 96.0088 -5.42059e-10 8.55299e-14
  30 96.0088 -5.41331e-10 -6.22765e-14
  31 96.0088 -5.41263e-10 -7.05073e-14
  32 96.0088 -5.41149e-10 -2.67143e-14
  33 96.0088 -5.41513e-10 7.94280e-14
  34 96.0088 -5.41877e-10 -3.25879e-14
  35 96.0088 -5.41877e-10 2.80691e-14
  36 96.0088 -5.41149e-10 -1.51508e-13
  37 96.0088 -5.41149e-10 7.01276e-14
  38 96.0088 -5.41149e-10 -1.81392e-13
  39 96.0088 -5.41907e-10 6.68950e-14
  40 96.0088 -5.41149e-10 -4.11024e-14
  41 96.0088 -5.41149e-10 4.12437e-14
  42 96.0088 -5.41453e-10 -1.32584e-13
  43 96.0088 -5.41149e-10 5.14606e-14
  44 96.0088 -5.41718e-10 -7.85599e-15
  45 96.0088 -5.42059e-10 1.58426e-14
  46 96.0088 -5.41149e-10 -1.42699e-13
  47 96.0088 -5.41409e-10 -1.02349e-13
  48 96.0088 -5.41513e-10 1.82664e-13
  49 96.0088 -5.41604e-10 -7.83639e-14
  50 96.0088 -5.41831e-10 -1.18853e-14
  51 96.0088 -5.41149e-10 4.90128e-14
  52 96.0088 -5.41604e-10 6.69211e-14
  53 96.0088 -5.41149e-10 1.14677e-13
  54 96.0088 -5.41149e-10 -7.18689e-14
  55 96.0088 -5.42059e-10 -6.90004e-14
  56 96.0088 -5.41149e-10 -4.60945e-14
  57 96.0088 -5.41907e-10 9.37647e-14
  58 96.0088 -5.42059e-10 -4.39576e-15
  59 96.0088 -5.41756e-10 3.09682e-14
  60 96.0088 -5.41149e-10 -2.89624e-13
  61 96.0088 -5.41695e-10 1.61698e-13
  62 96.0088 -5.42059e-10 -3.51607e-14
  63 96.0088 -5.42059e-10 3.92027e-14
  64 96.0088 -5.41149e-10 9.28231e-14
  65 96.0088 -5.41149e-10 -8.88471e-14
  66 96.0088 -5.41149e-10 3.00520e-14
</Section>

newXOutput 7

