  1.00000000e+00   0.00000000e+00   0.00000000e+00
  2.00000000e+00   2.00000000e-02   1.11697865e+02
  3.00000000e+00   4.00000000e-02   2.23959972e+02
  4.00000000e+00   6.00000000e-02   3.36411098e+02
  5.00000000e+00   8.00000000e-02   4.49052387e+02
  6.00000000e+00   1.00000000e-01   5.61890218e+02
  7.00000000e+00   1.20000000e-01   6.74935641e+02
  8.00000000e+00   1.40000000e-01   7.88170365e+02
  9.00000000e+00   1.60000000e-01   9.01614313e+02
  1.00000000e+01   1.80000000e-01   1.01524394e+03
  1.10000000e+01   2.00000000e-01   1.12908727e+03
  1.20000000e+01   2.20000000e-01   1.24314168e+03
  1.30000000e+01   2.40000000e-01   1.35740695e+03
  1.40000000e+01   2.60000000e-01   1.47183253e+03
  1.50000000e+01   2.80000000e-01   1.58655174e+03
  1.60000000e+01   3.00000000e-01   1.70140534e+03
  1.70000000e+01   3.20000000e-01   1.81650002e+03
  1.80000000e+01   3.40000000e-01   1.93181454e+03
  1.90000000e+01   3.60000000e-01   2.04734918e+03
  2.00000000e+01   3.80000000e-01   2.16310463e+03
  2.10000000e+01   4.00000000e-01   2.27908188e+03
  2.20000000e+01   4.20000000e-01   2.39528205e+03
  2.30000000e+01   4.40000000e-01   2.51170644e+03
  2.40000000e+01   4.60000000e-01   2.62835638e+03
  2.50000000e+01   4.80000000e-01   2.74523331e+03
  2.60000000e+01   5.00000000e-01   2.86233868e+03
  2.70000000e+01   5.20000000e-01   2.97967399e+03
  2.80000000e+01   5.40000000e-01   3.09724077e+03
  2.90000000e+01   5.60000000e-01   3.21504057e+03
  3.00000000e+01   5.80000000e-01   3.33307495e+03
  3.10000000e+01   6.00000000e-01   3.45134550e+03
  3.20000000e+01   6.20000000e-01   3.56985381e+03
  3.30000000e+01   6.40000000e-01   3.68860149e+03
  3.40000000e+01   6.60000000e-01   3.80759016e+03
  3.50000000e+01   6.80000000e-01   3.92675722e+03
  3.60000000e+01   7.00000000e-01   4.04625803e+03
  3.70000000e+01   7.20000000e-01   4.16591926e+03
  3.80000000e+01   7.40000000e-01   4.28592373e+03
  3.90000000e+01   7.60000000e-01   4.40608248e+03
