newXOutput 1

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 0.00000 0.00000 0.00000
  2 0.00000 0.00000 0.00000
  3 0.00000 0.00000 0.00000
  4 0.00000 0.00000 0.00000
</Section>

newXOutput 2

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 76.9738 -1.40728e-07 -9.73783e-17
  2 76.9738 -1.40728e-07 -9.73783e-17
  3 76.9738 -1.40728e-07 -1.43791e-16
  4 76.9738 -1.40728e-07 -1.43791e-16
</Section>

newXOutput 3

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 152.621 -1.38782e-07 7.12021e-16
  2 152.621 -1.38782e-07 7.12021e-16
  3 152.621 -1.38782e-07 1.35445e-15
  4 152.621 -1.38782e-07 1.35445e-15
</Section>

newXOutput 4

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 226.970 -1.36876e-07 1.02723e-15
  2 226.970 -1.36876e-07 1.02723e-15
  3 226.970 -1.36876e-07 2.11611e-15
  4 226.970 -1.36876e-07 2.11611e-15
</Section>

newXOutput 5

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 300.049 -1.35011e-07 1.01570e-15
  2 300.049 -1.35011e-07 1.01570e-15
  3 300.049 -1.35011e-07 2.09237e-15
  4 300.049 -1.35011e-07 2.09237e-15
</Section>

newXOutput 6

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 371.886 -1.33178e-07 7.44568e-16
  2 371.886 -1.33178e-07 7.44568e-16
  3 371.886 -1.33178e-07 1.09945e-15
  4 371.886 -1.33178e-07 1.09945e-15
</Section>

newXOutput 7

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 442.508 -1.31383e-07 7.53499e-16
  2 442.508 -1.31383e-07 7.53499e-16
  3 442.508 -1.31383e-07 1.98177e-15
  4 442.508 -1.31383e-07 1.98177e-15
</Section>

newXOutput 8

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 511.940 -1.29619e-07 1.23626e-15
  2 511.940 -1.29619e-07 1.23626e-15
  3 511.940 -1.29619e-07 2.97152e-15
  4 511.940 -1.29619e-07 2.97152e-15
</Section>

newXOutput 9

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 580.207 -1.27890e-07 1.22264e-15
  2 580.207 -1.27890e-07 1.22264e-15
  3 580.207 -1.27890e-07 2.93878e-15
  4 580.207 -1.27890e-07 2.93878e-15
</Section>

newXOutput 10

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 647.335 -1.26198e-07 1.92145e-15
  2 647.335 -1.26198e-07 1.92145e-15
  3 647.335 -1.26198e-07 3.95824e-15
  4 647.335 -1.26198e-07 3.95824e-15
</Section>

newXOutput 11

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 713.348 -1.24537e-07 1.90048e-15
  2 713.348 -1.24537e-07 1.90048e-15
  3 713.348 -1.24537e-07 3.91502e-15
  4 713.348 -1.24537e-07 3.91502e-15
</Section>

newXOutput 12

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 778.268 -1.22905e-07 9.39909e-16
  2 778.268 -1.22905e-07 9.39909e-16
  3 778.268 -1.22905e-07 1.93624e-15
  4 778.268 -1.22905e-07 1.93624e-15
</Section>

newXOutput 13

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 842.119 -1.21306e-07 9.29739e-16
  2 842.119 -1.21306e-07 9.29739e-16
  3 842.119 -1.21306e-07 1.91528e-15
  4 842.119 -1.21306e-07 1.91528e-15
</Section>

newXOutput 14

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 904.923 -1.19732e-07 9.19723e-16
  2 904.923 -1.19732e-07 9.19723e-16
  3 904.923 -1.19732e-07 1.89465e-15
  4 904.923 -1.19732e-07 1.89465e-15
</Section>

newXOutput 15

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 966.702 -1.18195e-07 9.09858e-16
  2 966.702 -1.18195e-07 9.09858e-16
  3 966.702 -1.18195e-07 1.87433e-15
  4 966.702 -1.18195e-07 1.87433e-15
</Section>

newXOutput 16

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1027.48 -1.16681e-07 1.36581e-15
  2 1027.48 -1.16681e-07 1.36581e-15
  3 1027.48 -1.16681e-07 3.59221e-15
  4 1027.48 -1.16681e-07 3.59221e-15
</Section>

newXOutput 17

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1087.27 -1.15198e-07 1.78114e-15
  2 1087.27 -1.15198e-07 1.78114e-15
  3 1087.27 -1.15198e-07 3.66920e-15
  4 1087.27 -1.15198e-07 3.66920e-15
</Section>

newXOutput 18

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1146.09 -1.13739e-07 1.30645e-15
  2 1146.09 -1.13739e-07 1.30645e-15
  3 1146.09 -1.13739e-07 1.92914e-15
  4 1146.09 -1.13739e-07 1.92914e-15
</Section>

newXOutput 19

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1203.98 -1.12306e-07 1.74371e-15
  2 1203.98 -1.12306e-07 1.74371e-15
  3 1203.98 -1.12306e-07 3.59209e-15
  4 1203.98 -1.12306e-07 3.59209e-15
</Section>

newXOutput 20

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1260.94 -1.10899e-07 0.00000
  2 1260.94 -1.10899e-07 0.00000
  3 1260.94 -1.10899e-07 0.00000
  4 1260.94 -1.10899e-07 0.00000
</Section>

newXOutput 21

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1316.99 -1.09520e-07 0.00000
  2 1316.99 -1.09520e-07 0.00000
  3 1316.99 -1.09520e-07 0.00000
  4 1316.99 -1.09520e-07 0.00000
</Section>

newXOutput 22

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1372.15 -1.08165e-07 0.00000
  2 1372.15 -1.08165e-07 0.00000
  3 1372.15 -1.08165e-07 0.00000
  4 1372.15 -1.08165e-07 0.00000
</Section>

newXOutput 23

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1426.45 -1.06836e-07 0.00000
  2 1426.45 -1.06836e-07 0.00000
  3 1426.45 -1.06836e-07 0.00000
  4 1426.45 -1.06836e-07 0.00000
</Section>

newXOutput 24

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1479.89 -1.05524e-07 0.00000
  2 1479.89 -1.05524e-07 0.00000
  3 1479.89 -1.05524e-07 0.00000
  4 1479.89 -1.05524e-07 0.00000
</Section>

newXOutput 25

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1532.50 -1.04241e-07 0.00000
  2 1532.50 -1.04241e-07 0.00000
  3 1532.50 -1.04241e-07 0.00000
  4 1532.50 -1.04241e-07 0.00000
</Section>

newXOutput 26

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1584.28 -1.02980e-07 0.00000
  2 1584.28 -1.02980e-07 0.00000
  3 1584.28 -1.02980e-07 0.00000
  4 1584.28 -1.02980e-07 0.00000
</Section>

newXOutput 27

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1635.27 -1.01742e-07 0.00000
  2 1635.27 -1.01742e-07 0.00000
  3 1635.27 -1.01742e-07 0.00000
  4 1635.27 -1.01742e-07 0.00000
</Section>

newXOutput 28

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1685.46 -1.00522e-07 0.00000
  2 1685.46 -1.00522e-07 0.00000
  3 1685.46 -1.00522e-07 0.00000
  4 1685.46 -1.00522e-07 0.00000
</Section>

newXOutput 29

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1734.89 -9.93268e-08 0.00000
  2 1734.89 -9.93268e-08 0.00000
  3 1734.89 -9.93268e-08 0.00000
  4 1734.89 -9.93268e-08 0.00000
</Section>

newXOutput 30

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1783.55 -9.81518e-08 0.00000
  2 1783.55 -9.81518e-08 0.00000
  3 1783.55 -9.81518e-08 0.00000
  4 1783.55 -9.81518e-08 0.00000
</Section>

newXOutput 31

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1831.48 -9.69958e-08 0.00000
  2 1831.48 -9.69958e-08 0.00000
  3 1831.48 -9.69958e-08 0.00000
  4 1831.48 -9.69958e-08 0.00000
</Section>

newXOutput 32

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1878.67 -9.58626e-08 0.00000
  2 1878.67 -9.58626e-08 0.00000
  3 1878.67 -9.58626e-08 0.00000
  4 1878.67 -9.58626e-08 0.00000
</Section>

newXOutput 33

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1925.15 -9.47421e-08 0.00000
  2 1925.15 -9.47421e-08 0.00000
  3 1925.15 -9.47421e-08 0.00000
  4 1925.15 -9.47421e-08 0.00000
</Section>

newXOutput 34

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1970.93 -9.36452e-08 0.00000
  2 1970.93 -9.36452e-08 0.00000
  3 1970.93 -9.36452e-08 0.00000
  4 1970.93 -9.36452e-08 0.00000
</Section>

newXOutput 35

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2016.03 -9.25647e-08 0.00000
  2 2016.03 -9.25647e-08 0.00000
  3 2016.03 -9.25647e-08 0.00000
  4 2016.03 -9.25647e-08 0.00000
</Section>

newXOutput 36

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2060.45 -9.15034e-08 0.00000
  2 2060.45 -9.15034e-08 0.00000
  3 2060.45 -9.15034e-08 0.00000
  4 2060.45 -9.15034e-08 0.00000
</Section>

newXOutput 37

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2104.20 -9.04611e-08 0.00000
  2 2104.20 -9.04611e-08 0.00000
  3 2104.20 -9.04611e-08 0.00000
  4 2104.20 -9.04611e-08 0.00000
</Section>

newXOutput 38

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2123.26 -8.84309e-08 0.00000
  2 2123.26 -8.84309e-08 0.00000
  3 2123.26 -8.84309e-08 0.00000
  4 2123.26 -8.84309e-08 0.00000
</Section>

newXOutput 39

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2099.00 -8.47572e-08 0.00000
  2 2099.00 -8.47572e-08 0.00000
  3 2099.00 -8.47572e-08 0.00000
  4 2099.00 -8.47572e-08 0.00000
</Section>

newXOutput 40

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2075.08 -8.12989e-08 0.00000
  2 2075.08 -8.12989e-08 0.00000
  3 2075.08 -8.12989e-08 0.00000
  4 2075.08 -8.12989e-08 0.00000
</Section>

newXOutput 41

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2051.48 -7.80330e-08 0.00000
  2 2051.48 -7.80330e-08 0.00000
  3 2051.48 -7.80330e-08 0.00000
  4 2051.48 -7.80330e-08 0.00000
</Section>

newXOutput 42

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2028.20 -7.49549e-08 0.00000
  2 2028.20 -7.49549e-08 0.00000
  3 2028.20 -7.49549e-08 0.00000
  4 2028.20 -7.49549e-08 0.00000
</Section>

newXOutput 43

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 2005.25 -7.20376e-08 0.00000
  2 2005.25 -7.20376e-08 0.00000
  3 2005.25 -7.20376e-08 0.00000
  4 2005.25 -7.20376e-08 0.00000
</Section>

newXOutput 44

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 1982.61 -6.92781e-08 0.00000
  2 1982.61 -6.92781e-08 0.00000
  3 1982.61 -6.92781e-08 0.00000
