  1.00000000e+00   0.00000000e+00   0.00000000e+00
  2.00000000e+00   1.00000000e-02   1.64839216e+01
  3.00000000e+00   2.00000000e-02   3.29678432e+01
  4.00000000e+00   3.00000000e-02   4.94517648e+01
  5.00000000e+00   4.00000000e-02   6.59356864e+01
  6.00000000e+00   5.00000000e-02   8.24196080e+01
  7.00000000e+00   6.00000000e-02   9.89035296e+01
  8.00000000e+00   7.00000000e-02   1.15387451e+02
  9.00000000e+00   8.00000000e-02   1.31871373e+02
  1.00000000e+01   9.00000000e-02   1.48355294e+02
  1.10000000e+01   1.00000000e-01   1.64839216e+02
  1.20000000e+01   1.10000000e-01   1.81323138e+02
  1.30000000e+01   1.20000000e-01   1.97807059e+02
  1.40000000e+01   1.30000000e-01   2.14126032e+02
  1.50000000e+01   1.40000000e-01   2.30326633e+02
  1.60000000e+01   1.50000000e-01   2.46511403e+02
  1.70000000e+01   1.60000000e-01   2.62683976e+02
  1.80000000e+01   1.70000000e-01   2.78843158e+02
  1.90000000e+01   1.80000000e-01   2.94987624e+02
  2.00000000e+01   1.90000000e-01   3.11115932e+02
  2.10000000e+01   2.00000000e-01   3.27226507e+02
  2.20000000e+01   2.10000000e-01   3.43317626e+02
  2.30000000e+01   2.20000000e-01   3.59387402e+02
  2.40000000e+01   2.30000000e-01   3.75433774e+02
  2.50000000e+01   2.40000000e-01   3.91454491e+02
  2.60000000e+01   2.50000000e-01   4.07447097e+02
  2.70000000e+01   2.60000000e-01   4.23408934e+02
  2.80000000e+01   2.70000000e-01   4.39337130e+02
  2.90000000e+01   2.80000000e-01   4.55228603e+02
  3.00000000e+01   2.90000000e-01   4.71080079e+02
  3.10000000e+01   3.00000000e-01   4.86888102e+02
  3.20000000e+01   3.10000000e-01   5.02649061e+02
  3.30000000e+01   3.20000000e-01   5.18359223e+02
  3.40000000e+01   3.30000000e-01   5.34014758e+02
  3.50000000e+01   3.40000000e-01   5.49611756e+02
  3.60000000e+01   3.50000000e-01   5.65146234e+02
  3.70000000e+01   3.60000000e-01   5.80614102e+02
  3.80000000e+01   3.70000000e-01   5.96011100e+02
  3.90000000e+01   3.80000000e-01   6.11332681e+02
  4.00000000e+01   3.90000000e-01   6.26573852e+02
  4.10000000e+01   4.00000000e-01   6.41728964e+02
  4.20000000e+01   4.10000000e-01   6.56791454e+02
  4.30000000e+01   4.20000000e-01   6.71753553e+02
  4.40000000e+01   4.30000000e-01   6.86605947e+02
  4.50000000e+01   4.40000000e-01   7.01337395e+02
  4.60000000e+01   4.50000000e-01   7.15934297e+02
  4.70000000e+01   4.60000000e-01   7.30380182e+02
  4.80000000e+01   4.70000000e-01   7.44655131e+02
  4.90000000e+01   4.80000000e-01   7.58735091e+02
  5.00000000e+01   4.90000000e-01   7.72459319e+02
  5.10000000e+01   5.00000000e-01   7.86033180e+02
  5.20000000e+01   5.10000000e-01   7.99302115e+02
  5.30000000e+01   5.20000000e-01   8.12216970e+02
  5.40000000e+01   5.30000000e-01   8.24721731e+02
  5.50000000e+01   5.40000000e-01   8.36755069e+02
  5.60000000e+01   5.50000000e-01   8.48254097e+02
  5.70000000e+01   5.60000000e-01   8.59161004e+02
  5.80000000e+01   5.70000000e-01   8.69432339e+02
  5.90000000e+01   5.80000000e-01   8.79048798e+02
  6.00000000e+01   5.90000000e-01   8.88021394e+02
  6.10000000e+01   6.00000000e-01   8.96390034e+02
  6.20000000e+01   6.10000000e-01   9.04214079e+02
  6.30000000e+01   6.20000000e-01   9.11559039e+02
  6.40000000e+01   6.30000000e-01   9.18485047e+02
  6.50000000e+01   6.40000000e-01   9.25040369e+02
  6.60000000e+01   6.50000000e-01   9.31259862e+02
  6.70000000e+01   6.60000000e-01   9.37166573e+02
  6.80000000e+01   6.70000000e-01   9.42774605e+02
  6.90000000e+01   6.80000000e-01   9.48092066e+02
  7.00000000e+01   6.90000000e-01   9.53407871e+02
  7.10000000e+01   7.00000000e-01   9.57895635e+02
  7.20000000e+01   7.10000000e-01   9.62639108e+02
  7.30000000e+01   7.20000000e-01   9.66890909e+02
  7.40000000e+01   7.30000000e-01   9.70833033e+02
  7.50000000e+01   7.40000000e-01   9.74500083e+02
  7.60000000e+01   7.50000000e-01   9.77903442e+02
  7.70000000e+01   7.60000000e-01   9.81052428e+02
  7.80000000e+01   7.70000000e-01   9.83957161e+02
  7.90000000e+01   7.80000000e-01   9.86628779e+02
  8.00000000e+01   7.90000000e-01   9.89079245e+02
  8.10000000e+01   8.00000000e-01   9.91321098e+02
  8.20000000e+01   8.10000000e-01   9.93367212e+02
  8.30000000e+01   8.20000000e-01   9.95230564e+02
  8.40000000e+01   8.30000000e-01   9.96924042e+02
  8.50000000e+01   8.40000000e-01   9.98460277e+02
  8.60000000e+01   8.50000000e-01   9.99851509e+02
  8.70000000e+01   8.60000000e-01   1.00110948e+03
  8.80000000e+01   8.70000000e-01   1.00224536e+03
  8.90000000e+01   8.80000000e-01   1.00326971e+03
  9.00000000e+01   8.90000000e-01   1.00419240e+03
  9.10000000e+01   9.00000000e-01   1.00502268e+03
  9.20000000e+01   9.10000000e-01   1.00576909e+03
  9.30000000e+01   9.20000000e-01   1.00643955e+03
  9.40000000e+01   9.30000000e-01   1.00704133e+03
  9.50000000e+01   9.40000000e-01   1.00758109e+03
  9.60000000e+01   9.50000000e-01   1.00806495e+03
  9.70000000e+01   9.60000000e-01   1.00849844e+03
  9.80000000e+01   9.70000000e-01   1.00888663e+03
  9.90000000e+01   9.80000000e-01   1.00923409e+03
  1.00000000e+02   9.90000000e-01   1.00954497e+03
